70035 silly lifecycle locate-path@2.0.0~preinstall: no script for preinstall, continuing
72274 info linkStuff expand-brackets@0.1.5
72275 silly linkStuff expand-brackets@0.1.5 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72276 verbose linkBins expand-brackets@0.1.5
72277 verbose linkMans expand-brackets@0.1.5
72278 silly build is-primitive@2.0.0
72279 info linkStuff is-primitive@2.0.0
72280 silly linkStuff is-primitive@2.0.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72281 verbose linkBins is-primitive@2.0.0
72282 verbose linkMans is-primitive@2.0.0
72283 silly build is-equal-shallow@0.1.3
72284 info linkStuff is-equal-shallow@0.1.3
72285 silly linkStuff is-equal-shallow@0.1.3 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72286 verbose linkBins is-equal-shallow@0.1.3
72287 verbose linkMans is-equal-shallow@0.1.3
72288 silly build is-property@1.0.2
72289 info linkStuff is-property@1.0.2
72290 silly linkStuff is-property@1.0.2 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72291 verbose linkBins is-property@1.0.2
72292 verbose linkMans is-property@1.0.2
72293 silly build generate-object-property@1.2.0
72294 info linkStuff generate-object-property@1.2.0
72295 silly linkStuff generate-object-property@1.2.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72296 verbose linkBins generate-object-property@1.2.0
72297 verbose linkMans generate-object-property@1.2.0
72298 silly build is-stream@1.1.0
72299 info linkStuff is-stream@1.1.0
72300 silly linkStuff is-stream@1.1.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72301 verbose linkBins is-stream@1.1.0
72302 verbose linkMans is-stream@1.1.0
72303 silly build is-svg@2.1.0
72304 info linkStuff is-svg@2.1.0
72305 silly linkStuff is-svg@2.1.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72306 verbose linkBins is-svg@2.1.0
72307 verbose linkMans is-svg@2.1.0
72308 silly build is-typedarray@1.0.0
72309 info linkStuff is-typedarray@1.0.0
72310 silly linkStuff is-typedarray@1.0.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72311 verbose linkBins is-typedarray@1.0.0
72312 verbose linkMans is-typedarray@1.0.0
72313 silly build is-utf8@0.2.1
72314 info linkStuff is-utf8@0.2.1
72315 silly linkStuff is-utf8@0.2.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72316 verbose linkBins is-utf8@0.2.1
72317 verbose linkMans is-utf8@0.2.1
72318 silly build isarray@0.0.1
72319 info linkStuff isarray@0.0.1
72320 silly linkStuff isarray@0.0.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72321 verbose linkBins isarray@0.0.1
72322 verbose linkMans isarray@0.0.1
72323 silly build isexe@2.0.0
72324 info linkStuff isexe@2.0.0
72325 silly linkStuff isexe@2.0.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72326 verbose linkBins isexe@2.0.0
72327 verbose linkMans isexe@2.0.0
72328 silly build isobject@3.0.1
72329 info linkStuff isobject@3.0.1
72330 silly linkStuff isobject@3.0.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72331 verbose linkBins isobject@3.0.1
72332 verbose linkMans isobject@3.0.1
72333 silly build is-plain-object@2.0.4
72334 info linkStuff is-plain-object@2.0.4
72335 silly linkStuff is-plain-object@2.0.4 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72336 verbose linkBins is-plain-object@2.0.4
72337 verbose linkMans is-plain-object@2.0.4
72338 silly build isstream@0.1.2
72339 info linkStuff isstream@0.1.2
72340 silly linkStuff isstream@0.1.2 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72341 verbose linkBins isstream@0.1.2
72342 verbose linkMans isstream@0.1.2
72343 silly build js-base64@2.4.0
72344 info linkStuff js-base64@2.4.0
72345 silly linkStuff js-base64@2.4.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72346 verbose linkBins js-base64@2.4.0
72347 verbose linkMans js-base64@2.4.0
72348 silly build js-tokens@3.0.2
72349 info linkStuff js-tokens@3.0.2
72350 silly linkStuff js-tokens@3.0.2 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72351 verbose linkBins js-tokens@3.0.2
72352 verbose linkMans js-tokens@3.0.2
72353 silly build jsbn@0.1.1
72354 info linkStuff jsbn@0.1.1
72355 silly linkStuff jsbn@0.1.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72356 verbose linkBins jsbn@0.1.1
72357 verbose linkMans jsbn@0.1.1
72358 silly build ecc-jsbn@0.1.1
72359 info linkStuff ecc-jsbn@0.1.1
72360 silly linkStuff ecc-jsbn@0.1.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72361 verbose linkBins ecc-jsbn@0.1.1
72362 verbose linkMans ecc-jsbn@0.1.1
72363 silly build jsesc@1.3.0
72364 info linkStuff jsesc@1.3.0
72365 silly linkStuff jsesc@1.3.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72366 verbose linkBins jsesc@1.3.0
72367 verbose link bins [ { jsesc: 'bin/jsesc' },
72367 verbose link bins   'D:\\Users\\quancongjin550\\Desktop\\vsf-demo\\demo\\node_modules\\.bin',
72367 verbose link bins   false ]
72368 verbose linkMans jsesc@1.3.0
72369 silly build json-loader@0.5.7
72370 info linkStuff json-loader@0.5.7
72371 silly linkStuff json-loader@0.5.7 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72372 verbose linkBins json-loader@0.5.7
72373 verbose linkMans json-loader@0.5.7
72374 silly build json-schema@0.2.3
72375 info linkStuff json-schema@0.2.3
72376 silly linkStuff json-schema@0.2.3 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72377 verbose linkBins json-schema@0.2.3
72378 verbose linkMans json-schema@0.2.3
72379 silly build json-schema-traverse@0.3.1
72380 info linkStuff json-schema-traverse@0.3.1
72381 silly linkStuff json-schema-traverse@0.3.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72382 verbose linkBins json-schema-traverse@0.3.1
72383 verbose linkMans json-schema-traverse@0.3.1
72384 silly build ajv@5.5.2
72385 info linkStuff ajv@5.5.2
72386 silly linkStuff ajv@5.5.2 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72387 verbose linkBins ajv@5.5.2
72388 verbose linkMans ajv@5.5.2
72389 silly build json-stringify-safe@5.0.1
72390 info linkStuff json-stringify-safe@5.0.1
72391 silly linkStuff json-stringify-safe@5.0.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72392 verbose linkBins json-stringify-safe@5.0.1
72393 verbose linkMans json-stringify-safe@5.0.1
72394 silly build json5@0.5.1
72395 info linkStuff json5@0.5.1
72396 silly linkStuff json5@0.5.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72397 verbose linkBins json5@0.5.1
72398 verbose link bins [ { json5: 'lib/cli.js' },
72398 verbose link bins   'D:\\Users\\quancongjin550\\Desktop\\vsf-demo\\demo\\node_modules\\.bin',
72398 verbose link bins   false ]
72399 verbose linkMans json5@0.5.1
72400 silly build jsonpointer@4.0.1
72401 info linkStuff jsonpointer@4.0.1
72402 silly linkStuff jsonpointer@4.0.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72403 verbose linkBins jsonpointer@4.0.1
72404 verbose linkMans jsonpointer@4.0.1
72405 silly build assert-plus@1.0.0
72406 info linkStuff assert-plus@1.0.0
72407 silly linkStuff assert-plus@1.0.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\jsprim\node_modules as its parent node_modules
72408 verbose linkBins assert-plus@1.0.0
72409 verbose linkMans assert-plus@1.0.0
72410 silly build kind-of@3.2.2
72411 info linkStuff kind-of@3.2.2
72412 silly linkStuff kind-of@3.2.2 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72413 verbose linkBins kind-of@3.2.2
72414 verbose linkMans kind-of@3.2.2
72415 silly build is-number@2.1.0
72416 info linkStuff is-number@2.1.0
72417 silly linkStuff is-number@2.1.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72418 verbose linkBins is-number@2.1.0
72419 verbose linkMans is-number@2.1.0
72420 silly build lazy-cache@0.2.7
72421 info linkStuff lazy-cache@0.2.7
72422 silly linkStuff lazy-cache@0.2.7 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72423 verbose linkBins lazy-cache@0.2.7
72424 verbose linkMans lazy-cache@0.2.7
72425 silly build lcid@1.0.0
72426 info linkStuff lcid@1.0.0
72427 silly linkStuff lcid@1.0.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72428 verbose linkBins lcid@1.0.0
72429 verbose linkMans lcid@1.0.0
72430 silly build pify@2.3.0
72431 info linkStuff pify@2.3.0
72432 silly linkStuff pify@2.3.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\load-json-file\node_modules as its parent node_modules
72433 verbose linkBins pify@2.3.0
72434 verbose linkMans pify@2.3.0
72435 silly build loader-runner@2.3.0
72436 info linkStuff loader-runner@2.3.0
72437 silly linkStuff loader-runner@2.3.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72438 verbose linkBins loader-runner@2.3.0
72439 verbose linkMans loader-runner@2.3.0
72440 silly build loader-utils@1.1.0
72441 info linkStuff loader-utils@1.1.0
72442 silly linkStuff loader-utils@1.1.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72443 verbose linkBins loader-utils@1.1.0
72444 verbose linkMans loader-utils@1.1.0
72445 silly build lodash@4.17.4
72446 info linkStuff lodash@4.17.4
72447 silly linkStuff lodash@4.17.4 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72448 verbose linkBins lodash@4.17.4
72449 verbose linkMans lodash@4.17.4
72450 silly build async@2.6.0
72451 info linkStuff async@2.6.0
72452 silly linkStuff async@2.6.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72453 verbose linkBins async@2.6.0
72454 verbose linkMans async@2.6.0
72455 silly build lodash.assign@4.2.0
72456 info linkStuff lodash.assign@4.2.0
72457 silly linkStuff lodash.assign@4.2.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72458 verbose linkBins lodash.assign@4.2.0
72459 verbose linkMans lodash.assign@4.2.0
72460 silly build lodash.camelcase@4.3.0
72461 info linkStuff lodash.camelcase@4.3.0
72462 silly linkStuff lodash.camelcase@4.3.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72463 verbose linkBins lodash.camelcase@4.3.0
72464 verbose linkMans lodash.camelcase@4.3.0
72465 silly build lodash.clonedeep@4.5.0
72466 info linkStuff lodash.clonedeep@4.5.0
72467 silly linkStuff lodash.clonedeep@4.5.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72468 verbose linkBins lodash.clonedeep@4.5.0
72469 verbose linkMans lodash.clonedeep@4.5.0
72470 silly build lodash.memoize@4.1.2
72471 info linkStuff lodash.memoize@4.1.2
72472 silly linkStuff lodash.memoize@4.1.2 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72473 verbose linkBins lodash.memoize@4.1.2
72474 verbose linkMans lodash.memoize@4.1.2
72475 silly build lodash.mergewith@4.6.0
72476 info linkStuff lodash.mergewith@4.6.0
72477 silly linkStuff lodash.mergewith@4.6.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72478 verbose linkBins lodash.mergewith@4.6.0
72479 verbose linkMans lodash.mergewith@4.6.0
72480 silly build lodash.tail@4.1.1
72481 info linkStuff lodash.tail@4.1.1
72482 silly linkStuff lodash.tail@4.1.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72483 verbose linkBins lodash.tail@4.1.1
72484 verbose linkMans lodash.tail@4.1.1
72485 silly build lodash.uniq@4.5.0
72486 info linkStuff lodash.uniq@4.5.0
72487 silly linkStuff lodash.uniq@4.5.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72488 verbose linkBins lodash.uniq@4.5.0
72489 verbose linkMans lodash.uniq@4.5.0
72490 silly build caniuse-api@1.6.1
72491 info linkStuff caniuse-api@1.6.1
72492 silly linkStuff caniuse-api@1.6.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72493 verbose linkBins caniuse-api@1.6.1
72494 verbose linkMans caniuse-api@1.6.1
72495 silly build longest@1.0.1
72496 info linkStuff longest@1.0.1
72497 silly linkStuff longest@1.0.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72498 verbose linkBins longest@1.0.1
72499 verbose linkMans longest@1.0.1
72500 silly build loose-envify@1.3.1
72501 info linkStuff loose-envify@1.3.1
72502 silly linkStuff loose-envify@1.3.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72503 verbose linkBins loose-envify@1.3.1
72504 verbose link bins [ { 'loose-envify': 'cli.js' },
72504 verbose link bins   'D:\\Users\\quancongjin550\\Desktop\\vsf-demo\\demo\\node_modules\\.bin',
72504 verbose link bins   false ]
72505 verbose linkMans loose-envify@1.3.1
72506 silly build invariant@2.2.2
72507 info linkStuff invariant@2.2.2
72508 silly linkStuff invariant@2.2.2 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72509 verbose linkBins invariant@2.2.2
72510 verbose linkMans invariant@2.2.2
72511 silly build lower-case@1.1.4
72512 info linkStuff lower-case@1.1.4
72513 silly linkStuff lower-case@1.1.4 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72514 verbose linkBins lower-case@1.1.4
72515 verbose linkMans lower-case@1.1.4
72516 silly build macaddress@0.2.8
72517 info linkStuff macaddress@0.2.8
72518 silly linkStuff macaddress@0.2.8 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72519 verbose linkBins macaddress@0.2.8
72520 verbose linkMans macaddress@0.2.8
72521 silly build map-obj@1.0.1
72522 info linkStuff map-obj@1.0.1
72523 silly linkStuff map-obj@1.0.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72524 verbose linkBins map-obj@1.0.1
72525 verbose linkMans map-obj@1.0.1
72526 silly build camelcase-keys@2.1.0
72527 info linkStuff camelcase-keys@2.1.0
72528 silly linkStuff camelcase-keys@2.1.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72529 verbose linkBins camelcase-keys@2.1.0
72530 verbose linkMans camelcase-keys@2.1.0
72531 silly build math-expression-evaluator@1.2.17
72532 info linkStuff math-expression-evaluator@1.2.17
72533 silly linkStuff math-expression-evaluator@1.2.17 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72534 verbose linkBins math-expression-evaluator@1.2.17
72535 verbose linkMans math-expression-evaluator@1.2.17
72536 silly build media-typer@0.3.0
72537 info linkStuff media-typer@0.3.0
72538 silly linkStuff media-typer@0.3.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72539 verbose linkBins media-typer@0.3.0
72540 verbose linkMans media-typer@0.3.0
72541 silly build isarray@1.0.0
72542 info linkStuff isarray@1.0.0
72543 silly linkStuff isarray@1.0.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\memory-fs\node_modules as its parent node_modules
72544 verbose linkBins isarray@1.0.0
72545 verbose linkMans isarray@1.0.0
72546 silly build minimist@1.2.0
72547 info linkStuff minimist@1.2.0
72548 silly linkStuff minimist@1.2.0 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\meow\node_modules as its parent node_modules
72549 verbose linkBins minimist@1.2.0
72550 verbose linkMans minimist@1.2.0
72551 silly build merge-descriptors@1.0.1
72552 info linkStuff merge-descriptors@1.0.1
72553 silly linkStuff merge-descriptors@1.0.1 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72554 verbose linkBins merge-descriptors@1.0.1
72555 verbose linkMans merge-descriptors@1.0.1
72556 silly build methods@1.1.2
72557 info linkStuff methods@1.1.2
72558 silly linkStuff methods@1.1.2 has D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules as its parent node_modules
72559 verbose linkBins methods@1.1.2
72560 verbose linkMans methods@1.1.2
